ID,Location,Description,Weapon,Post
257606,2000 E 32ND ST,I,HANDS,421
257614,1500 HARLEM AV,O,OTHER,713
257615,3900 PENHURST AVE,I,OTHER,643
257623,2000 ECHODALE AV,I,HANDS,423
257625,500 ORCHARD ST,O,HANDS,143
257626,1600 NORMAL AV,O,HANDS,342
257630,1600 NORMAL AV,O,HANDS,342
257633,3700 ELDORADO AV,I,HANDS,621
257639,500 PENNSYLVANIA AVE,O,HANDS,143
257652,100 SIEGWART LA,O,HANDS,842
257653,4200 PENHURST AV,O,FIREARM,621
257657,2300 BARCLAY ST,O,HANDS,341
257658,2300 BARCLAY ST,O,HANDS,341
257660,2000 CLIPPER PARK RD,O,FIREARM,533
257664,2400 W LANVALE ST,I,HANDS,721
257667,1600 ELMTREE ST,I,HANDS,911
257671,3500 W GARRISON AV,I,KNIFE,614
257674,400 CUMMINGS CT,I,HANDS,123
257675,1400 DIVISION ST 312,,HANDS,123
257677,1400 DIVISION ST 312,,HANDS,123
257679,800 W NORTH AV,I,OTHER,133
257680,5700 LOCH RAVEN BD,O,FIREARM,415
257682,400 E LORRAINE AVE,O,OTHER,513
257686,1900 BURNWOOD RD,I,HANDS,415
257687,700 VENABLE AV,I,HANDS,543
257691,3400 GWYNNS FALLS PW,I,HANDS,641
257696,600 AISQUITH ST,I,KNIFE,312
257703,2200 PRESSTMAN ST,I,HANDS,723
257706,4100 EIERMAN AV,O,HANDS,422
257707,5500 CEDONIA AV,I,KNIFE,441
257708,1600 PENNSYLVANIA AVE,I,OTHER,123
257710,1700 RAMBLEWOOD RD,I,HANDS,415
257711,2400 HARLEM AV,O,HANDS,721
257713,500 S LONGWOOD ST,I,HANDS,832
257714,2800 EDMONDSON AV,O,FIREARM,721
257716,400 FEDERAL ST,O,HANDS,311
257717,2100 MADISON AVE,,HANDS,131
257718,1200 N CAROLINE ST,I,HANDS,343
257719,2800 EDMONSON AVE,O,FIREARM,721
257728,3900 RIDGEWOOD AVE,O,HANDS,642
257729,2300 MARYLAND AV,I,HANDS,514
257730,600 S CHARLES ST,I,HANDS,941
257744,2800 POTEE ST,O,HANDS,922
257746,1200 SHELLBANKS RD,I,KNIFE,922
257754,3200 TIOGA PW,I,HANDS,731
257755,0 W JEFFREY ST,I,OTHER,913
257757,3200 TIOGA PW,I,HANDS,731
257759,4400 MARX AVE,I,HANDS,443
257762,2300 GWYNNS FALLS PKWY,I,HANDS,731
257763,4600 FALLS RD,I,HANDS,541
257766,400 N STREEPER ST,I,OTHER,221
257767,200 S EATON ST,I,HANDS,231
257768,600 DENISON ST,O,HANDS,844
257770,3900 WABASH AV,I,FIREARM,643
257777,900 EXETER HALL AVE,O,OTHER,513
257779,2500 STEELE RD,I,HANDS,632
257780,2400 FREDERICK AV,O,HANDS,842
257786,3500 HILLEN RD,I,HANDS,412
257787,1000 QUANTRIL WY,I,HANDS,433
257788,600 S CHAPELGATE LA,I,HANDS,833
257793,3000 S HANOVER ST,I,KNIFE,922
257794,1500 RUTLAND AV,O,HANDS,331
257796,1600 MONTPELIER ST,O,OTHER,411
257797,3400 POTEE ST,O,KNIFE,912
257799,3200 GREENMOUNT AV,I,OTHER,513
257800,3200 THE ALAMEDA,O,KNIFE,411
257806,600 S CHAPELGATE LA,I,HANDS,833
257807,3200 WALBROOK AV,I,HANDS,811
257808,3200 LEVERTON AV,I,HANDS,222
257811,5400 SINCLAIR LA,I,FIREARM,444
257812,2200 WILKENS AV,O,KNIFE,841
257817,2400 FLEET ST,O,KNIFE,232
257818,5700 ODONNELL ST,,FIREARM,233
257820,800 BRADDISH AV,O,HANDS,721
257821,4100 CREST HEIGHTS RD,I,HANDS,631
257822,7700 FREDKERT AV,O,OTHER,424
257823,1300 HERKIMER ST,O,HANDS,932
257824,6500 HARFORD RD,O,FIREARM,424
257825,2400 MAISEL CT,I,OTHER,921
257828,1100 W PRATT ST APT.2B,I,HANDS,931
257833,400 E LEXINGTON ST,I,OTHER,111
257835,4900 GOODNOW RD,I,HANDS,443
257837,3600 BELAIR RD,O,KNIFE,432
257842,2700 CYLBURN AV,O,OTHER,532
257845,7200 HARFORD RD,O,KNIFE,424
257848,5000 SINCLAIR LA,O,HANDS,443
257851,1400 E BIDDLE ST,I,HANDS,343
257854,2100 BAKER ST,,HANDS,741
257864,2500 NORTHERN PKY,,HANDS,423
257867,4400 WAKEFIELD RD,I,KNIFE,641
257868,1200 CAMBRIA ST,I,HANDS,911
257872,1600 BOOKER CT,I,HANDS,743
257874,4700 PARK HEIGHTS AV,I,HANDS,614
257876,1300 CLEVELAND ST,O,KNIFE,932
257886,5000 LITCHFIELD AV,I,HANDS,613
257887,2800 SAINT LO DR,I,HANDS,431
257888,3200 FREDERICK AVE,I,HANDS,832
257889,3200 FREDERICK AVE,I,KNIFE,832
257894,5300 HILLEN RD,I,HANDS,415
257895,3500 HILLEN RD,I,HANDS,412
257896,2800 VIRGINIA AV,I,HANDS,532
257902,1300 W BALTIMORE ST,O,KNIFE,711
257904,1300 W BALTIMORE ST,O,OTHER,711
257905,1600 LORMAN CT,O,KNIFE,743
257908,2800 HARFORD RD,O,HANDS,411
257912,3500 CLIFTON AVE,O,HANDS,812
257914,1400 BONSAL ST,I,HANDS,233
257917,,I,HANDS,714
257918,200 E 25TH ST,I,HANDS,514
257922,1500 CYPRESS ST,I,FIREARM,911
257923,100 N POPPLETON ST,I,HANDS,712
257929,2200 SIDNEY AV,O,HANDS,921
257930,2200 SIDNEY AV,O,HANDS,921
257936,2100 MADISON AV,O,HANDS,131
257939,2700 PRESBURY ST W,I,HANDS,723
257940,600 MELVILLE AV,I,HANDS,543
257941,700 YALE AV,I,OTHER,833
257943,700 YALE AV,O,OTHER,833
257944,700 YALE AV,O,OTHER,833
257947,5700 CEDONIA AV,I,HANDS,444
257948,1900 Greenmount Av,I,FIREARM,342
257954,4200 FRANKFORD AV,O,OTHER,444
257955,4200 FRANKFORD AV,O,OTHER,444
257956,4900 CRENSHAW AV,I,OTHER,443
257958,2000 DENISON ST,O,OTHER,812
257960,3900 BARRINGTON RD,I,HANDS,621
257963,100 W MONUMENT ST,O,OTHER,142
257964,1700 W BALTIMORE ST,O,HANDS,711
257965,3000 KENYON AV,O,OTHER,432
257966,200 E 21ST ST,I,HANDS,514
257967,3000 MAYFIELD AV,O,FIREARM,432
257968,1400 E MADISON ST,I,HANDS,313
257969,1400 E MADISON ST,I,HANDS,313
257974,400 S MOUNT ST,O,HANDS,935
257976,0 S FRANKLINTOWN RD,O,HANDS,842
257977,0 S FRANKLINTOWN RD,O,KNIFE,842
257981,4300 E WABASH AV,O,HANDS,613
257982,1700 E LAFAYETTE AV,I,HANDS,331
257984,2400 LIBERTY HGTS AV,,FIREARM,731
257986,5100 MORAVIA RD,O,HANDS,443
257990,900 E BIDDLE ST,I,HANDS,311
257992,2400 N CHARLES ST,I,KNIFE,514
257993,3700 REISTERSTOWN RD,I,HANDS,612
257996,500 OLDTOWN MA,O,OTHER,312
257997,1700 AISQUITH ST,I,HANDS,343
257998,5000 E BIDDLE ST,I,HANDS,433
257999,3100 CHESTERFIELD AV,I,HANDS,432
258002,3000 FRISBY ST,I,HANDS,513
258004,3900 GLENHUNT RD,I,HANDS,844
258017,1200 W LOMBARD ST,I,FIREARM,931
258019,1300 W 36TH ST,I,KNIFE,531
258024,2800 ST LO DR,I,HANDS,431
258027,3300 GREENMOUNT AV,I,FIREARM,543
258028,2200 PRESSTMAN ST,,HANDS,723
258029,2200 PRESSTMAN ST,,KNIFE,723
258032,5200 FRANKFORD AV,O,KNIFE,444
258033,5100 NELSON AV,O,HANDS,613
258035,3800 STOKES DR,I,OTHER,844
258040,5200 BOWLEYS LA,I,KNIFE,443
258044,600 N CALHOUN ST,I,HANDS,713
258045,5400 PARK HEIGHTS AV,I,KNIFE,633
258046,2600 W BELVEDERE AV,I,HANDS,532
258054,2500 EDGECOMBE CR N     #APT J,I,HANDS,532
258055,1600 N MILTON AV,I,HANDS,332
258056,2000 DIVISION ST,I,KNIFE,131
258062,4300 MARBLE HALL RD,I,HANDS,413
258063,5900 LOCH RAVEN BLVD,O,FIREARM,415
258065,1500 EUTAW PL,I,HANDS,132
258066,4000 W GARRISON AV,I,HANDS,613
258074,2600 ASHLAND AV,I,HANDS,323
258076,1600 E 25TH ST,I,HANDS,342
258080,1600 E EAGER ST,I,OTHER,313
258081,4700 ELISON AV,I,HANDS,442
258083,3000 MAYFIELD AV,I,FIREARM,432
258084,3000 MAYFIELD AV,I,FIREARM,432
258085,3000 MAYFIELD AV,I,FIREARM,432
258088,400 N LAKEWOOD AV,I,HANDS,221
258091,1100 S CHARLES ST,I,HANDS,942
258092,SARATOGA ST & N GAY ST,O,OTHER,111
258094,900 WOODSON RD,I,HANDS,522
258098,1500 N PAYSON ST,I,HANDS,741
258100,1100 S CHARLES ST,O,HANDS,942
258101,600 N ROSEDALE ST,I,HANDS,814
258102,,I,HANDS,212
258103,0 MARKET PL,O,HANDS,111
258104,3400 ESTHER PL,O,KNIFE,223
258105,5300 MAPLE AV,O,KNIFE,633
258106,5300 MAPLE AV,O,KNIFE,633
258107,2500 EUTAW PL,I,HANDS,133
258108,500 PENNSYLVANIA AV,O,HANDS,143
258109,1300 WALKER AV,I,KNIFE,414
258111,1000 N GAY ST,I,HANDS,313
258113,4000 E LOMBARD ST,I,HANDS,223
258115,0 N HIGHLAND AV,O,KNIFE,223
258116,600 DOLPHIN ST,I,HANDS,123
258117,400 W REDWOOD ST,O,FIREARM,111
258118,400 W REDWOOD ST,O,FIREARM,111
258119,3900 DORCHESTER RD,I,HANDS,621
258120,5300 SINCLAIR LA,I,HANDS,443
258126,700 N LAKEWOOD AV,I,HANDS,323
258127,2500 W FRANKLIN ST,O,HANDS,842
258128,1200 N ELLWOOD AV,,HANDS,332
258129,1200 N ELLWOOD AV,O,HANDS,332
258130,1200 N ELLWOOD AV,O,HANDS,332
258132,5300 EASTERN AV,I,HANDS,242
258139,1800 N COLLINGTON AV,I,HANDS,331
258140,2800 CLIFTON AV,I,KNIFE,811
258141,900 STOLL ST,I,HANDS,913
258150,4100 WABASH AVE,O,OTHER,643
258151,4100 WABASH AVE,O,OTHER,643
258152,3500 JUNEWAY,I,HANDS,432
258153,3500 JUNEWAY,I,HANDS,432
258154,2700 THE ALAMEDA,I,HANDS,411
258156,800 N PAYSON ST,I,HANDS,722
258157,200 S GILMOR ST,I,HANDS,935
258167,2600 PARK HEIGHTS TR,,HANDS,533
258169,100 S HILTON ST,O,HANDS,842
258171,2100 W MULBERRY ST,I,OTHER,714
258173,6400 PULASKI HWY RM 155,I,HANDS,241
258174,300 N MONROE ST,O,OTHER,714
258183,1000 W LOMBARD ST,I,KNIFE,931
258185,2600 E PRESTON ST,I,OTHER,332
258192,5400 YORK RD,O,KNIFE,523
258196,900 SEAGULL AV,I,HANDS,922
258199,3300 ANNAPOLIS RD,I,HANDS,922
258207,3400 AVONDALE AV,O,FIREARM,633
258208,3400 AVONDALE AV,O,FIREARM,633
258210,200 GUILFORD AV,O,KNIFE,111
258211,200 GUILFORD AV,O,KNIFE,111
258213,6500 HOLABIRD AV,I,HANDS,243
258218,2300 ORLEANS ST,O,KNIFE,221
258219,100 W READ ST,O,HANDS,142
258220,100 W READ ST,,OTHER,142
258221,1400 ARGYLE AV,I,HANDS,123
258223,200 DAVIS ST,O,FIREARM,111
258224,800 W LOMBARD ST,I,HANDS,931
258225,4500 PARK HEIGHTS AVE,O,KNIFE,614
258226,1100 DUNDALK AV,I,FIREARM,243
258228,0 S EUTAW ST,I,HANDS,111
258230,3500 JUNEWAY,O,FIREARM,432
258231,300 W FAYETTE ST,I,KNIFE,111
258232,2100 HOLLINS ST,O,HANDS,842
258233,2300 EUTAW PL,I,KNIFE,133
258235,3200 BELAIR RD,O,FIREARM,434
258238,5500 CEDONIA AV,O,HANDS,441
258240,900 DANTREY CT,I,HANDS,913
258241,2400 KEYWORTH AV,I,HANDS,533
258242,500 THORNFIELD RD,I,HANDS,833
258246,2900 CLIFTON AV,I,HANDS,811
258247,0 N KRESSON ST,I,HANDS,241
258248,0 N KRESSON ST,I,HANDS,241
258258,3500 MOUNT PLEASANT AV,I,HANDS,223
258260,300 GUSRYAN ST,I,HANDS,241
258268,2800 W COLD SPRING LA,O,HANDS,613
258272,2300 WASHINGTON BD,I,HANDS,831
258273,1900 N COLLINGTON AV,O,FIREARM,331
258275,6600 VINCENT LA,O,HANDS,631
258281,3400 WILKENS AV,O,HANDS,832
258288,3400 N ROGERS AV,O,HANDS,622
258299,1800 N CHARLES ST,O,HANDS,141
258301,2500 OSWEGO AVE,I,HANDS,533
258303,2500 OSWEGO AVE,I,HANDS,533
258307,1900 LEMMON ST,I,KNIFE,934
258309,2800 E FEDRERAL ST,I,OTHER,332
258310,0 N CENTRAL AVE,O,KNIFE,211
258313,2300 ASHLAND AVE,I,KNIFE,323
258314,2000 EUTAW PL,O,HANDS,132
258315,2000 EUTAW PL,O,HANDS,132
258316,600 AISQUITH ST,O,HANDS,312
258320,700 PRESIDENT ST,I,HANDS,211
258321,2800 GREENMOUNT AV,I,FIREARM,513
258326,500 BALTIC AV,I,HANDS,913
258329,1500 LIGHT ST,O,HANDS,942
258331,900 STODDARD CT,I,HANDS,123
258332,900 WINSTON AV,I,HANDS,524
258335,0 MARKET PL,I,HANDS,111
258340,2600 OAKLEY AV,I,HANDS,532
258341,5800 EDGEPARK RD,I,FIREARM,415
258344,800 SEAGULL AV,I,HANDS,922
258346,1200 N LUZERNE AVE,O,HANDS,332
258349,2300 LIBERTY HEIGHTS AVE,I,OTHER,611
258352,3000 THORNDALE AV,I,OTHER,532
258356,3200 FREDERICK AV,I,OTHER,842
258362,2800 BOARMAN AV,I,OTHER,613
258364,6400 QUAD AV,I,HANDS,241
258369,3000 SEABURY RD,I,HANDS,922
258370,1500 LESTER MORTON CT,I,HANDS,313
258374,1300 W OSTEND ST,O,OTHER,932
258375,2600 FAIT AV,I,HANDS,232
258380,1700 LIGHT ST,O,HANDS,942
258382,4400 MARBLE HALL RD,I,HANDS,413
258385,700 EDGEWOOD ST,O,HANDS,844
258386,200 HOLLIDAY ST,O,HANDS,111
258387,300 W MADISON ST,I,HANDS,142
258388,900 N CALHOUN ST,O,KNIFE,743
258390,2600 BOONE ST,I,HANDS,513
258393,2100 N LONGWOOD ST,I,HANDS,811
258395,1200 W FAYETTE ST,O,FIREARM,712
258399,2700 REISTERSTOWN RD,I,HANDS,611
258402,1400 FILBERT ST,I,HANDS,911
258403,1400 FILBERT ST,I,KNIFE,911
258405,1000 LIGHT ST,O,HANDS,942
258409,1200 E NORTH AV,I,HANDS,342
258411,3000 GARRISON BD,I,HANDS,642
258414,800 N FREMONT AV,I,HANDS,123
258415,1500 BOND ST,I,HANDS,343
258416,500 N ATHOL AV,I,HANDS,843
258419,6200 BELAIR RD,O,FIREARM,445
258424,1200 WASHINGTON BD,I,FIREARM,932
258428,300 S CATHERINE ST,O,OTHER,842
258429,4400 MARBLE HALL RD,O,FIREARM,413
258430,2900 OAKLEY AV,I,FIREARM,614
258431,2900 OAKLEY AV,,FIREARM,614
258432,2900 OAKLEY AV,,FIREARM,614
258433,4400 MARBLE HALL RD,I,FIREARM,413
258435,4400 WABASH AV,O,KNIFE,643
258437,3800 DERBY MANOR DR,I,HANDS,533
258439,5500 WESLEY AV,O,FIREARM,622
258440,5500 WESLEY AV,O,FIREARM,622
258442,100 N CLINTON ST,I,KNIFE,222
258443,100 N CLINTON ST,I,KNIFE,222
258444,5100 SEKOTS RD,I,HANDS,821
258445,5000 BELAIR RD,I,OTHER,443
258446,2400 PENNSYLVANIA AV,O,HANDS,733
258450,2200 E MADISON ST,I,HANDS,321
258451,2200 E MADISON ST,,HANDS,321
258452,2200 E MADISON ST,,HANDS,321
258460,1600 NORMAL AV,I,HANDS,342
258461,6600 SNOWBERRY CT,I,HANDS,423
258462,1700 BARCLAY ST,O,HANDS,311
258463,600 SMITHSON ST,I,KNIFE,123
258470,100 ST PAUL ST,I,HANDS,111
258474,4300 SEMINOLE AV,I,HANDS,822
258480,1900 N MONROE ST,O,HANDS,731
258487,500 OLDTOWN MA,O,HANDS,312
258491,1200 W 36TH ST,I,HANDS,531
258501,5200 PARK HEIGHTS AV,I,HANDS,633
258503,700 DRUID PK LAKE DR,I,HANDS,133
258504,500 E 23RD ST,I,HANDS,342
258509,200 E 21ST ST,I,HANDS,514
258510,600 W LAFAYETTE AV,I,HANDS,123
258513,4700 DUNKIRK AVE,O,HANDS,822
258514,1100 HOLLINS ST,I,OTHER,931
258516,3400 RAVENWOOD AV,I,HANDS,434
258517,1000 N WOODINGTON RD,I,HANDS,844
258518,4000 CLIFTON AV,O,HANDS,821
258519,1800 CLIFTON AV,O,FIREARM,731
258525,1800 CLIFTON AVE,O,FIREARM,731
258528,700 MONTFORD AVE,,FIREARM,323
258529,900 N CENTRAL AV,O,FIREARM,312
258535,3000 S HANOVER ST,O,OTHER,922
258537,2800 W FRANKLIN ST,O,OTHER,842
258546,1800 N PULASKI ST,O,HANDS,741
258550,2700 SPELMAN RD APT. A 1,I,FIREARM,922
258551,2700 SPELMAN RD APT. A 1,I,FIREARM,922
258552,2700 SPELMAN RD APT. A 1,I,FIREARM,922
258555,3300 HARFORD RD,O,HANDS,431
258556,3300 HARFORD RD,O,HANDS,431
258558,3700 CLARKS LN,O,FIREARM,632
258562,4600 HILLEN RD,,HANDS,421
258565,2400 CALLOW AV,I,HANDS,133
258566,2700 W BALTIMORE ST,O,OTHER,842
258567,4600 -FWD HILLEN RD,I,HANDS,421
258568,5300 MAPLE AV,I,HANDS,633
258569,5000 BEAUFORT AV,I,HANDS,614
258571,5000 MORELLO RD,I,FIREARM,421
258572,3500 WOODLAND AV,I,HANDS,614
258573,2300 N DUKELAND ST,I,HANDS,731
258579,3800 WEST BAY AV,O,FIREARM,913
258580,5100 RAINTREE WY,I,FIREARM,442
258581,5100 RAINTREE WY,I,FIREARM,442
258583,4500 ST THOMAS AV,I,KNIFE,443
258584,1200 COMET MEWS,I,HANDS,211
258586,6100 FORTVIEW WY,I,HANDS,243
258587,0 GORMAN AVE,I,OTHER,714
258590,3700 SEQUOIA AV,O,FIREARM,642
258591,3700 CALLAWAY AV,O,FIREARM,642
258597,1600 CLIFTVIEW AVE,O,FIREARM,342
258604,2500 KEYWORTH AV,I,KNIFE,533
258606,2200 PRESSTMAN ST,I,HANDS,723
258612,2500 E NORTHERN PW,I,HANDS,423
258613,2800 ST LO DR,I,HANDS,431
258614,2000 DEERING AV,I,FIREARM,831
258615,1600 E LOMBARD ST,I,HANDS,212
258616,7400 PARK HEIGHTS AV,I,HANDS,631
258619,4400 FRANCONIA DR,I,HANDS,443
258621,3800 PASCAL AV,O,HANDS,911
258625,2000 CHRISTIAN ST,I,KNIFE,934
258632,2800 BRENDAN AV,O,HANDS,432
258634,4000 ECHODALE AV,I,HANDS,426
258635,200 NORTH BEND RD,I,HANDS,823
258636,2300 LIBERTY HGTS AV,O,HANDS,731
258637,2100 W PATAPSCO AV,I,OTHER,923
258638,600 N CENTRAL AVE,O,KNIFE,312
258639,700 N LINWOOD AV,I,HANDS,323
258641,4000 BELVIEU AV,I,HANDS,621
258642,4000 BELVIEU AV,I,HANDS,621
258643,700 OLDHAM ST,I,HANDS,242
258644,2600 TOLLEY ST,I,OTHER,831
258645,5500 REMMELL AV,I,HANDS,426
258646,100 WASHBURN AV,O,OTHER,913
258648,100 W North Av,I,HANDS,141
258654,500 W FRANKLIN ST,I,HANDS,121
258663,1100 POPLAR GROVE ST,O,OTHER,814
258664,800 N BRADFORD ST,I,OTHER,323
258665,2000 E BELVEDERE AV,I,OTHER,415
258666,300 E 25TH ST,I,HANDS,341
258667,3300 BELAIR RD,O,FIREARM,432
258672,7200 HARFORD RD,O,HANDS,424
258673,700 N FREMONT AVE,I,FIREARM,713
258674,5600 LOCH RAVEN BD A,I,HANDS,414
258675,600 S SMALLWOOD ST,I,HANDS,841
258676,600 N SCHROEDER ST,O,FIREARM,713
258677,800 WELLINGTON ST,I,HANDS,531
258678,100 N MONTFORD AV,I,KNIFE,221
258686,1100 MC ALEER CT,I,HANDS,312
258687,800 N EUTAW ST,O,HANDS,143
258688,100 N CALVERT ST,I,HANDS,111
258691,2600 W LAFAYETTE AV,I,KNIFE,721
258692,4800 BOWLAND AV,I,HANDS,443
258699,1900 RIDGEHILL AV,O,KNIFE,731
258700,5500 LOTHIAN RD,I,KNIFE,523
258704,4700 OLD YORK RD,I,FIREARM,524
258706,700 W SARATOGA ST,O,FIREARM,122
258711,300 BLOOM ST,I,HANDS,132
258715,1300 W LANVALE ST,I,HANDS,713
258729,2800 RAYNER AV,I,HANDS,721
258731,2300 WAHOTAN AV,O,KNIFE,611
258733,1200 BOLTON ST,O,OTHER,132
258736,2900 HUNTER ST,O,FIREARM,512
258737,1100 CLEVELAND ST,O,HANDS,932
258738,1100 CLEVELAND ST,I,HANDS,932
258740,1700 CARSWELL ST,,FIREARM,411
258741,200 BETHEL CT,I,OTHER,212
258745,400 FRANKLE ST,I,HANDS,913
258747,2000 EDMONDSON AVE,O,HANDS,722
258751,600 N WOLFE ST,I,HANDS,321
258753,1000 EVANS WY,I,HANDS,433
258754,2900 RIDGEWOOD AV,I,KNIFE,613
258761,2500 LIBERTY HGTS AV,I,HANDS,611
258762,200 W MONUMENT ST,O,HANDS,142
258764,800 VINE ST,O,HANDS,712
258765,1600 JOPLIN ST,I,HANDS,243
258767,1500 HOFFMAN ST,I,HANDS,343
258768,1500 HOFFMAN ST,I,HANDS,343
258769,2800 JEFFERSON ST,O,HANDS,221
258771,800 VINE ST,O,HANDS,712
258772,900 BRADDISH AV,I,HANDS,721
258773,2700 CLASSEN AV,I,HANDS,614
258775,500 N LUZERNE AV,O,OTHER,221
258778,3900 COLCHESTER RD,I,FIREARM,832
258779,100 S BROADWAY,I,HANDS,212
258780,100 S BROADWAY,I,HANDS,212
258781,4900 THE ALAMEDA,O,KNIFE,413
258786,600 MOSHER ST,I,HANDS,123
258791,4400 OLD YORK RD,I,HANDS,524
258793,200 S HAVEN ST,I,HANDS,231
258794,1400 KEY HW,I,HANDS,943
258795,1400 KEY HW,I,HANDS,943
258797,2200 RIGGS AVE,I,OTHER,723
258800,2200 W BALTIMORE ST,I,HANDS,842
258802,4100 BELAIR RD,O,FIREARM,422
258803,0 S SCHROEDER ST,I,HANDS,931
258805,300 W 28TH ST,I,HANDS,511
258806,3800 CLIFTON AV,I,HANDS,812
258808,700 DOLPHIN ST,I,HANDS,123
258810,1100 COMET ST,I,HANDS,211
258819,500 E 23RD ST,I,OTHER,342
258822,5500 PEERLESS AV,I,HANDS,623
258823,5500 PEERLESS AV,I,HANDS,623
258824,700 ROUNDVIEW RD,I,OTHER,922
258828,2400 CALLOW AV,O,KNIFE,133
258829,5500 PILGRIM RD,I,HANDS,423
258832,200 ROBERT ST,O,OTHER,132
258837,3600 8TH ST,O,OTHER,913
258845,4000 BROOKHILL RD,,FIREARM,631
258847,4000 BROOKHILL RD,I,FIREARM,631
258850,300 MASON CT,I,OTHER,211
258852,2800 HAWKINS POINT RD,O,OTHER,911
258853,400 HORNEL ST,I,HANDS,241
258854,6500 ARMSTRONG AV,I,OTHER,631
258857,1100 EVANS WY,I,OTHER,433
258861,1900 CLIFTON AV,O,FIREARM,731
258865,2300 WINCHESTER ST,I,HANDS,723
258870,1600 N HILTON ST,I,HANDS,813
258872,1100 S CHARLES ST,O,HANDS,942
258873,900 FELL ST,I,HANDS,213
258874,1600 BANK ST,I,OTHER,213
258876,2400 PENNSYLVANIA AVE,I,HANDS,733
258877,1000 S CHARLES ST,O,HANDS,942
258879,400 E BALTIMORE ST,I,HANDS,111
258880,2100 E FAYETTE ST,I,HANDS,321
258881,5600 SINCLAIR LA,I,HANDS,444
258882,2500 W NORTH AV,O,FIREARM,731
258892,2700 PELHAM AV,I,HANDS,432
258893,400 HORNEL ST,I,HANDS,241
258894,4600 PARKTON ST,I,HANDS,833
258897,3300 W GARRISON AV,O,HANDS,614
258898,3700 KIMBLE RD,I,HANDS,412
258901,2000 PENROSE AV,O,HANDS,714
258906,2100 N FULTON AV,I,HANDS,731
258914,5200 HILLBURN AV,I,HANDS,426
258920,1600 CLIFTVIEW AV,O,FIREARM,342
258921,1600 CLIFTVIEW AV,O,FIREARM,342
258925,1300 N MOUNT ST,I,KNIFE,743
258927,300 E NORTH AV,I,FIREARM,311
258929,300 E NORTH AV,O,FIREARM,311
258930,6000 EASTERN PW,I,HANDS,425
258937,200 BETHEL CT,I,KNIFE,212
258938,5500 FAIR OAKS AV,I,HANDS,423
258942,1400 HOMESTEAD ST,I,HANDS,411
258945,300 W BALTIMORE ST,O,HANDS,111
258948,300 W 27TH ST,I,HANDS,511
258949,4700 EDMONDSON AV,O,HANDS,822
258954,2700 HUGO AV,I,HANDS,411
258956,3400 E LOMBARD ST,O,OTHER,223
258957,3500 REISTERSTOWN RD,I,HANDS,612
258960,2500 WOODBROOK AV,I,OTHER,733
258961,0 S SCHROEDER ST,I,KNIFE,931
258963,2700 ST PAUL ST,O,FIREARM,512
258968,3000 LAWINA RD,I,HANDS,641
258969,2600 GWYNNS FALLS PW,O,FIREARM,611
258970,2600 GWYNNS FALLS PW,O,FIREARM,611
258971,2600 GWYNNS FALLS PKWY,O,FIREARM,731
258975,3000 WEAVER AV,I,HANDS,422
258976,1700 W FAYETTE ST,O,KNIFE,711
258983,900 S CAREY ST,I,HANDS,932
258986,4100 EIERMAN AV,I,HANDS,422
258989,1400 WASHINGTON BD,,HANDS,935
258990,5400 CLOVER RD,O,FIREARM,633
258991,5400 CLOVER RD,O,FIREARM,633
258994,6500 FRANKFORD AV,I,HANDS,441
258995,200 PARK AVE,O,KNIFE,111
258996,100 S BROADWAY,O,HANDS,212
258997,1000 HOMEWOOD AV,I,HANDS,311
258999,1600 ALICEANNA ST,O,HANDS,213
259000,300 GUILFORD AV,O,KNIFE,111
259001,300 GUILFORD AV,O,KNIFE,111
259003,2400 ETTING ST,O,HANDS,733
259004,2400 FAIT AV,I,HANDS,232
259005,7200 MCCLEAN BD,I,HANDS,423
259008,2100 DRUID PARK DR,I,HANDS,533
259009,1800 N PULASKI ST,I,HANDS,741
259010,1700 HARFORD AV,I,HANDS,343
259017,2500 LIBERTY HGTS AV,I,HANDS,611
259021,600 POPLAR GROVE ST,I,HANDS,814
259022,2300 WINCHESTER ST,I,HANDS,723
259023,700 CUMBERLAND ST,,HANDS,742
259024,700 CUMBERLAND ST,O,HANDS,742
259025,700 CUMBERLAND ST,O,HANDS,742
259026,5600 PIONEER DR,I,HANDS,423
259034,3300 VIRGINIA AV,I,OTHER,614
259040,3000 W LANVALE ST,O,KNIFE,814
259043,1900 HEATHFIELD RD,I,HANDS,415
259045,800 W NORTH AV,O,HANDS,133
259060,5300 PARK HEIGHTS AV,O,HANDS,633
259064,2300 MADISON AV,I,HANDS,133
259070,3800 KIMBLE RD,O,HANDS,412
259072,2300 N PULASKI ST,O,FIREARM,731
259074,1200 N EDEN ST,I,HANDS,343
259075,2200 N PULASKI ST,O,FIREARM,731
259077,300 FORREST ST,I,HANDS,211
259083,400 ANGLESEA ST,I,HANDS,241
259087,2200 PRESSTMAN ST,I,HANDS,723
259088,2200 PRESSTMAN ST,I,HANDS,723
259094,2100 EDMONDSON AV,O,HANDS,722
259095,2100 EDMONDSON AV,O,HANDS,722
259104,800 PONTIAC AVE,I,HANDS,913
259106,300 S MACON ST,I,OTHER,242
259107,2900 FRANKLIN ST,O,HANDS,842
259111,1000 EVESHAM AV,O,HANDS,523
259112,2500 PENNSYLVANIA AVE,O,OTHER,733
259116,700 W SARATOGA ST,O,HANDS,122
259117,3600 E PRATT ST,O,HANDS,223
